pair_key,family,claim,source_task,target_task,seed,sample_size,repeat,method,target_nominal_trajectories,target_interventions_for_fit,target_interventions_for_validation,source_sample_size,fit_success,fit_error,fit_seconds,m_transfer_correct,e_alpha,e_task,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.5214774024879558e-05,7.136833603471689e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.0022623881231993437,False,0.08704336440425856,7.612607792216818e-06,0.06724068296369401,0.06724068296369401,0.06724068296369401,0.06724068296369401,0.06724068296369401,0.06724068296369401
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.09105643210932612,False,0.08704366813211373,7.612633149197319e-06,0.0677519984182647,0.0677519984182647,0.0677519984182647,0.0677519984182647,0.0677519984182647,0.0677519984182647
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.2490082571748644,True,0.00660165703897795,8.373801271944261e-07,0.7500031909912891,7.096267220206695e-07,7.170280883662054e-07,9.082768748481246e-07,2.0761817164933656e-06,1.2263053217349628e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.5214774024879558e-05,6.836487262180786e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.00283883698284626,False,0.10488086445171207,4.77394724085011e-06,0.36759789904308066,0.36759789904308066,0.36759789904308066,0.36759789904308066,0.36759789904308066,0.36759789904308066
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.12093888293020427,False,0.10488003152877373,4.773908879054013e-06,0.3703932077219154,0.3703932077219154,0.3703932077219154,0.3703932077219154,0.3703932077219154,0.3703932077219154
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.4561488360632211,True,1.3550467293178218e-05,1.817645626866905e-09,1.009512358048542,4.846704277119572e-06,6.174343870889638e-06,1.0347618344610516e-05,1.6115672313315596e-05,7.571807514654673e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.5214774024879558e-05,7.208747074225312e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.0038925400003790855,False,0.08175684224137288,3.916011035612219e-06,0.19581814740613057,0.19581814740613057,0.19581814740613057,0.19581814740613057,0.19581814740613057,0.19581814740613057
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.12040201807394624,False,0.08175715817380687,3.916031670900073e-06,0.1973071989838565,0.1973071989838565,0.1973071989838565,0.1973071989838565,0.1973071989838565,0.1973071989838565
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20260818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.6415361380204558,True,1.949887346551536e-05,9.199726091338757e-09,1.0181969670916682,4.592454833431187e-06,6.1139673514375375e-06,1.1515586238351535e-05,1.6269543683846946e-05,8.459038696577174e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.5214774024879558e-05,7.147824935919093e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.0038815170992165804,False,0.08666997331047711,4.132627345162319e-06,0.2628296877350937,0.2628296877350937,0.2628296877350937,0.2628296877350937,0.2628296877350937,0.2628296877350937
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.1138726370409131,False,0.08666999961836452,4.13262836116793e-06,0.26482831230605747,0.26482831230605747,0.26482831230605747,0.26482831230605747,0.26482831230605747,0.26482831230605747
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.32810922199860215,True,1.9232680224791467e-05,2.9487510976972257e-08,1.002610080830446,4.616417875564341e-06,5.777864094870601e-06,1.1062030724333724e-05,1.4761551672995509e-05,4.798351404069584e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.5214774024879558e-05,6.727343083265154e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004008185118436813,False,0.10053089844549516,4.991757399282256e-06,0.34815606968966106,0.34815606968966106,0.34815606968966106,0.34815606968966106,0.34815606968966106,0.34815606968966106
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.1226925898808986,False,0.1005302624317182,4.991734422844874e-06,0.35080353802562575,0.35080353802562575,0.35080353802562575,0.35080353802562575,0.35080353802562575,0.35080353802562575
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.4644200049806386,True,1.7662575452151216e-05,4.7974546530564986e-09,1.0168805783958714,5.033280337691391e-06,8.504764472093839e-06,1.597347980610023e-05,1.34284788550917e-05,8.478530165696454e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.5214774024879558e-05,7.258883108181716e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004128558095544577,False,0.08133793955261592,4.835443195571184e-06,0.15509857041474154,0.15509857041474154,0.15509857041474154,0.15509857041474154,0.15509857041474154,0.15509857041474154
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11787441396154463,False,0.08133833241041603,4.835471429838026e-06,0.1562779798517021,0.1562779798517021,0.1562779798517021,0.1562779798517021,0.1562779798517021,0.1562779798517021
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20270818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.6735105719417334,True,1.3491148329607759e-05,6.441811028631214e-10,1.010483954974269,5.061266253119369e-06,5.3462835177028935e-06,1.0518132088846419e-05,1.1594299985987983e-05,8.037730536914832e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.5214774024879558e-05,7.419205371233708e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.003965563140809536,False,0.09232082532410857,5.0230352626778655e-06,0.029168462403982447,0.029168462403982447,0.029168462403982447,0.029168462403982447,0.029168462403982447,0.029168462403982447
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.10950162098743021,False,0.0923209821570733,5.02304328400637e-06,0.02939026689727274,0.02939026689727274,0.02939026689727274,0.02939026689727274,0.02939026689727274,0.02939026689727274
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.3345041968859732,True,0.00033838888849505803,3.552066371505247e-08,0.9524559045270664,3.3219233490434327e-06,3.642392596191317e-06,9.71386885985853e-06,5.314860255253449e-06,3.963555799522792e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.5214774024879558e-05,6.828763711928337e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004440515069290996,False,0.09160004803387724,6.011564753625602e-06,0.29960952840253224,0.29960952840253224,0.29960952840253224,0.29960952840253224,0.29960952840253224,0.29960952840253224
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.12279188097454607,False,0.0915998291709892,6.011600723109931e-06,0.30188783634530064,0.30188783634530064,0.30188783634530064,0.30188783634530064,0.30188783634530064,0.30188783634530064
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.48398744803853333,True,7.251622403959167e-05,1.4464334472282316e-08,0.9856191628932947,4.6580456504556964e-06,7.221814143230805e-06,8.769175196209667e-06,1.2575934845855642e-05,6.379241473932163e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.5214774024879558e-05,6.872590629356023e-10,1.0060924854916398,1.6551138113080581e-06,1.9992510695733e-06,5.72651159785657e-06,7.110199615135639e-06,5.3431947672508125e-06
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.0040789381600916386,False,0.08209888263732784,4.412364190781876e-06,0.20454045533491189,0.20454045533491189,0.20454045533491189,0.20454045533491189,0.20454045533491189,0.20454045533491189
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11763265286572278,False,0.0820991723532835,4.412389961674966e-06,0.20609583358641392,0.20609583358641392,0.20609583358641392,0.20609583358641392,0.20609583358641392,0.20609583358641392
drawer_to_plate_push,one_axis_sliding,rail/sliding du relevance transfers across articulated drawer and free plate push,drawer_middle_open,plate_front_push,20280818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.6825807809364051,True,2.0101219956400363e-05,3.806111477941237e-09,1.0185835015579356,5.218753319433276e-06,6.507240149276995e-06,1.353143160756225e-05,1.94325705848935e-05,8.641067883199586e-06
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.3555074041710173e-05,9.942873342160475e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.004075102042406797,False,0.09938705267592873,5.4214558443750476e-06,0.34268752786777656,0.34268752786777656,0.34268752786777656,0.34268752786777656,0.34268752786777656,0.34268752786777656
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.112691436894238,False,0.09938646897214903,5.421484935982396e-06,0.34529341200465136,0.34529341200465136,0.34529341200465136,0.34529341200465136,0.34529341200465136,0.34529341200465136
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.3315992031712085,True,1.4581815637720324e-05,6.0968188238105925e-09,4.818800285850287e-06,4.736426175066436e-06,4.704934944720169e-06,4.928335111659317e-06,5.032408649773993e-06,1.0136769316186343
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3555074041710173e-05,9.995254325975883e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004813676932826638,False,0.11540751233416983,6.5377773950132575e-06,0.40825618260323154,0.40825618260323154,0.40825618260323154,0.40825618260323154,0.40825618260323154,0.40825618260323154
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.12249849503859878,False,0.11540621243428452,6.537767413568161e-06,0.4113606676590511,0.4113606676590511,0.4113606676590511,0.4113606676590511,0.4113606676590511,0.4113606676590511
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.48561067203991115,True,1.3716526278749677e-05,1.2115774277280531e-09,4.772080106798887e-06,4.6499908013312224e-06,4.76519514920221e-06,5.471457382660546e-06,5.185736043439708e-06,1.011852513217135
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3555074041710173e-05,9.902631552557696e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004028499126434326,False,0.08968106430502532,5.16876164661473e-06,0.2866411630185717,0.2866411630185717,0.2866411630185717,0.2866411630185717,0.2866411630185717,0.2866411630185717
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11774069000966847,False,0.08968093886142585,5.16881246470497e-06,0.28882085617422587,0.28882085617422587,0.28882085617422587,0.28882085617422587,0.28882085617422587,0.28882085617422587
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.7528757979162037,True,1.4687518061912361e-05,3.0573581373885568e-09,1.6929289706711126e-06,1.7614209269037876e-06,1.723553911221893e-06,1.9371215150712993e-06,1.96103255537909e-06,1.0067949171716393
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.3555074041710173e-05,9.936668066731164e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.004039210034534335,False,0.08380743276562735,7.712631545759799e-06,0.2326566334754457,0.2326566334754457,0.2326566334754457,0.2326566334754457,0.2326566334754457,0.2326566334754457
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.10873620305210352,False,0.08380761458311327,7.71273494247146e-06,0.23442581437836546,0.23442581437836546,0.23442581437836546,0.23442581437836546,0.23442581437836546,0.23442581437836546
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.33121179696172476,True,1.5067172092412679e-05,1.3507875079177264e-09,4.750455538364349e-06,4.848074545621439e-06,4.715614350817015e-06,5.405607132679577e-06,5.118748017856474e-06,1.0143530573440382
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3555074041710173e-05,1.0101804874086818e-09,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004152931040152907,False,0.08833559070852601,5.200252774217455e-06,0.2766402903259693,0.2766402903259693,0.2766402903259693,0.2766402903259693,0.2766402903259693,0.2766402903259693
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.12246522400528193,False,0.08833553211993811,5.200305330756795e-06,0.27874393427433414,0.27874393427433414,0.27874393427433414,0.27874393427433414,0.27874393427433414,0.27874393427433414
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.4668083759024739,True,1.916583631441892e-05,8.601874122474983e-09,4.879490163144523e-06,4.714543127742449e-06,4.613578500438131e-06,5.2926598229632555e-06,5.797484030231831e-06,1.017970804542954
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3555074041710173e-05,9.974872556418836e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004115439020097256,False,0.0957623352263553,5.3496454837839065e-06,0.32410865857322485,0.32410865857322485,0.32410865857322485,0.32410865857322485,0.32410865857322485,0.32410865857322485
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11772151105105877,False,0.09576191915221303,5.349695897880629e-06,0.3265732639165999,0.3265732639165999,0.3265732639165999,0.3265732639165999,0.3265732639165999,0.3265732639165999
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.671793513931334,True,1.3593024214132727e-05,1.2331276592330892e-09,4.766827087349102e-06,4.807786193176361e-06,4.816334858245202e-06,4.967421075746914e-06,4.9354456125670785e-06,1.0113563852683671
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.3555074041710173e-05,1.0133604117026215e-09,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
